mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	4.0	0	0	4/4	5	1	d.i		d	i		i	i							m	1	1	0, -3, 1		0	0
2	2	4	2.0	0	0	4/4	5	1	V		d	i		V	V							M	1	1	1, 5, 2		1	1
2	2	6	2.0	1/2	1/2	4/4	5	1	IV		d	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
3	3	8	2.0	0	0	4/4	5	1	V		d	i		V	V							M	1	1	1, 5, 2		1	1
3	3	10	2.0	1/2	1/2	4/4	5	1	ii	#viio6	d	i		ii	ii							m	1	1	2, -1, 3		2	2
4	4	12	4.0	0	0	4/4	5	1	i6		d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
5	5	16	4.0	0	0	4/4	5	1	V		d	i		V	V							M	1	1	1, 5, 2		1	1
6	6	20	2.0	0	0	4/4	5	1	i		d	i		i	i							m	1	1	0, -3, 1		0	0
6	6	22	2.0	1/2	1/2	4/4	5	1	V6		d	i		V6	V		6					M	1	1	5, 2, 1		1	5
7	7	24	2.0	0	0	4/4	5	1	i		d	i		i	i							m	1	1	0, -3, 1		0	0
7	7	26	2.0	1/2	1/2	4/4	5	1	V		d	i		V	V							M	1	1	1, 5, 2		1	1
8	8	28	4.0	0	0	4/4	5	1	VI		d	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
9	9	32	2.0	0	0	4/4	5	1	v		d	i		v	v							m	1	1	1, -2, 2		1	1
9	9	34	2.0	1/2	1/2	4/4	5	1	V/v		d	i		V/v	V				v			M	1	1	2, 6, 3		2	2
10	10	36	2.0	0	0	4/4	5	1	v6		d	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
10	10	38	2.0	1/2	1/2	4/4	5	1	#viio6/v		d	i		#viio6/v	#vii	o	6		v			o	1	1	3, 0, 6		6	3
11	11	40	2.0	0	0	4/4	5	1	v		d	i		v	v							m	1	1	1, -2, 2		1	1
11	11	42	2.0	1/2	1/2	4/4	5	1	V6/v		d	i		V6/v	V		6		v			M	1	1	6, 3, 2		2	6
12	12	44	2.0	0	0	4/4	5	1	v		d	i		v	v							m	1	1	1, -2, 2		1	1
